,h,range,ip,des,diameter,last_obs_jd,id,fullname,ps_cum,ps_max,n_imp,ts_max,last_obs,v_inf
660,27.84,2103-2121,1.89384628e-05,2019 TC2,0.00912,2458780.5,bK19T02C,(2019 TC2),-6.37,-7.12,64,0,2019-10-24,11.1309786214011
661,26.55,2061-2061,1.601e-07,2018 LV3,0.017,2458283.5,bK18L03V,(2018 LV3),-7.42,-7.42,1,0,2018-06-14,11.19
662,27.19,2109-2121,6.28433e-06,2017 UK3,0.012,2458049.5,bK17U03K,(2017 UK3),-6.47,-6.67,5,0,2017-10-23,13.3721578036163
663,24.18,2065-2101,2.808686e-06,2020 DF3,0.0497,2458924.5,bK20D03F,(2020 DF3),-4.72,-4.94,5,0,2020-03-16,26.8006688679333
664,27.93,2075-2115,9.54976e-06,2022 KE5,0.0088,2459733.5,bK22K05E,(2022 KE5),-6.37,-6.72,8,0,2022-06-03,16.9516074749523
665,27.14,2119-2122,7.1489e-08,2022 OC5,0.013,2459792.5,bK22O05C,(2022 OC5),-8.51,-8.84,3,0,2022-08-01,9.88104575529102
666,24.72,2071-2121,5.44062323e-05,2014 JU15,0.039,2456811.5,bK14J15U,(2014 JU15),-4.27,-5.04,126,0,2014-06-03,10.3487386356287
667,28.04,2096-2122,3.59858e-07,2014 KW76,0.0084,2456809.5,bK14K76W,(2014 KW76),-8.06,-8.18,7,0,2014-06-01,15.0048010048408
668,26.23,2073-2122,3.74644e-06,2019 AB,0.019,2458486.5,bK19A00B,(2019 AB),-6.28,-6.36,9,0,2019-01-03,9.91341434535185
669,23.27,2046-2046,4.159e-08,2008 KN11,0.075,2454638.5,bK08K11N,(2008 KN11),-6.11,-6.11,1,0,2008-06-21,13.83
670,26.29,2086-2110,6.7741e-06,2016 TQ18,0.019,2457697.5,bK16T18Q,(2016 TQ18),-6.09,-6.11,3,0,2016-11-05,9.58940567750698
671,26.31,2051-2051,9.682e-08,2011 BG10,0.019,2455591.5,bK11B10G,(2011 BG10),-7.33,-7.33,1,0,2011-01-30,12.31
672,28.95,2115-2118,1.1544e-06,2016 EU84,0.0055,2457461.5,bK16E84U,(2016 EU84),-8.34,-8.44,3,0,2016-03-14,2.38933905058905
673,26.99,2113-2113,2.895e-08,2019 FT1,0.014,2458582.5,bK19F01T,(2019 FT1),-8.77,-8.77,1,0,2019-04-09,10.86
674,27.89,2093-2118,5.88395e-07,2020 FG,0.0089,2458925.5,bK20F00G,(2020 FG),-7.73,-8.36,13,0,2020-03-17,14.7788176310132
675,28.37,2059-2107,5.0935391e-05,2022 AP1,0.0072,2459588.5,bK22A01P,(2022 AP1),-5.95,-6.08,16,0,2022-01-09,10.4773888772151
676,27.97,2060-2067,1.127018e-05,2019 AH3,0.0086,2458488.5,bK19A03H,(2019 AH3),-6.03,-6.06,3,0,2019-01-05,18.0325631888754
677,26.16,2056-2063,2.2241425e-06,2019 BU1,0.02,2458523.5,bK19B01U,(2019 BU1),-5.99,-6.03,4,0,2019-02-09,14.349987583979
678,27.42,2046-2121,3.1157892e-06,2018 AU18,0.011,2458138.5,bK18A18U,(2018 AU18),-6.64,-6.82,34,0,2018-01-20,9.57736988336695
679,21.86,2118-2118,1.346e-08,2007 PR25,0.14,2454332.5,bK07P25R,(2007 PR25),-6.18,-6.18,1,0,2007-08-20,29.41
680,27.03,2086-2117,1.858893e-06,2010 TN55,0.013,2455485.5,bK10T55N,(2010 TN55),-6.53,-7.26,23,0,2010-10-16,25.3113705199815
681,27.18,2076-2111,2.332e-07,2014 UY57,0.012,2456960.5,bK14U57Y,(2014 UY57),-7.88,-8.33,6,0,2014-10-30,8.96519425385935
682,26.68,2110-2119,2.8382e-07,2008 EF85,0.016,2454540.5,bK08E85F,(2008 EF85),-7.66,-7.88,3,0,2008-03-15,9.52160665210345
683,27.06,2112-2112,1.232e-06,2016 TC57,0.013,2457697.5,bK16T57C,(2016 TC57),-7.24,-7.24,1,0,2016-11-05,8.74
684,24.96,2106-2106,1.561e-06,2020 OM6,0.034,2459110.5,bK20O06M,(2020 OM6),-6.20,-6.20,1,0,2020-09-18,5.05
685,27.12,2110-2110,2.308e-08,2008 OT7,0.013,2454686.5,bK08O07T,(2008 OT7),-8.96,-8.96,1,0,2008-08-08,9.50
686,24.40,2049-2061,5.3187e-07,2008 KO,0.045,2454617.5,bK08K00O,(2008 KO),-5.39,-5.69,3,0,2008-05-31,23.4876388967229
687,29.44,2046-2122,0.0001527888859,2008 UA202,0.0044,2454774.5,bK08UK2A,(2008 UA202),-6.23,-7.17,657,0,2008-11-04,2.30062875322007
688,27.09,2052-2122,6.28184986e-05,2014 GQ17,0.013,2456777.5,bK14G17Q,(2014 GQ17),-5.42,-5.90,153,0,2014-04-30,5.40740653658347
689,28.34,2108-2122,2.24915e-05,2016 FZ13,0.0073,2457490.5,bK16F13Z,(2016 FZ13),-6.72,-7.21,14,0,2016-04-12,4.2975432496721
690,23.28,2076-2118,6.2516545e-06,2016 WG,0.075,2457717.5,bK16W00G,(2016 WG),-4.17,-4.92,44,0,2016-11-25,23.5992257521589
691,26.14,2055-2122,8.634052e-06,2020 BY4,0.02,2458874.5,bK20B04Y,(2020 BY4),-5.35,-5.75,18,0,2020-01-26,20.4285705633925
692,27.92,2081-2081,3.356e-08,2014 UZ175,0.0088,2456961.5,bK14UH5Z,(2014 UZ175),-9.10,-9.10,1,0,2014-10-31,6.17
693,26.78,2050-2114,1.4482962e-05,2016 BA15,0.015,2457418.5,bK16B15A,(2016 BA15),-5.43,-5.55,28,0,2016-01-31,15.8809910610827
694,25.50,2091-2095,8.6707e-08,2023 XP13,0.027,2460300.5,bK23X13P,(2023 XP13),-7.27,-7.27,2,0,2023-12-22,18.0593924365968
695,27.75,2060-2118,9.436e-08,2014 DK10,0.0095,2456723.5,bK14D10K,(2014 DK10),-8.39,-8.70,3,0,2014-03-07,11.7987219160661
696,23.65,2046-2110,3.7654e-09,2005 GQ33,0.0626,2453467.5,bK05G33Q,(2005 GQ33),-7.32,-7.40,5,0,2005-04-07,19.2703266585223
697,21.89,2028-2081,1.13746e-08,2005 NX55,0.14,2453563.5,bK05N55X,(2005 NX55),-5.22,-5.70,21,0,2005-07-12,24.8008830200623
698,27.09,2072-2121,6.59641e-07,2005 UC3,0.013,2453685.5,bK05U03C,(2005 UC3),-7.47,-7.87,8,0,2005-11-11,7.87382639951125
699,28.28,2080-2080,7.424e-08,2008 GF1,0.0075,2454562.5,bK08G01F,(2008 GF1),-8.66,-8.66,1,0,2008-04-06,14.61
700,22.13,2082-2082,3.007e-07,2007 TC14,0.13,2454389.5,bK07T14C,(2007 TC14),-4.83,-4.83,1,0,2007-10-16,25.55
701,26.82,2066-2066,1.118e-06,2009 ST171,0.015,2455103.5,bK09SH1T,(2009 ST171),-6.81,-6.81,1,0,2009-09-29,9.82
702,29.59,2032-2044,2.369e-07,2010 UE,0.0041,2455486.5,bK10U00E,(2010 UE),-7.98,-8.07,2,0,2010-10-17,16.1107555930772
703,28.20,2109-2121,2.889726e-05,2010 VQ98,0.0078,2455539.5,bK10V98Q,(2010 VQ98),-6.61,-6.69,5,0,2010-12-09,0.998552997758265
704,30.30,2045-2122,2.36452289e-05,2014 HJ197,0.00294,2456772.5,bK14HJ7J,(2014 HJ197),-7.17,-7.68,82,0,2014-04-25,4.4972087814299
705,25.94,2119-2119,6.433e-06,2025 CJ3,0.022,2460717.5,bK25C03J,(2025 CJ3),-6.02,-6.02,1,0,2025-02-11,8.44
706,29.77,2058-2121,3.26508676e-05,2016 WT,0.0038,2457716.5,bK16W00T,(2016 WT),-7.03,-7.86,70,0,2016-11-24,10.707226567419
707,26.68,2121-2121,8.799e-08,2016 CB248,0.016,2457455.5,bK16CO8B,(2016 CB248),-8.16,-8.16,1,0,2016-03-08,11.41
708,26.64,2073-2122,4.96736461e-05,2021 GG1,0.016,2459311.5,bK21G01G,(2021 GG1),-5.19,-5.79,66,0,2021-04-07,14.7793127909127
709,28.29,2095-2122,1.0819784e-06,2021 BN,0.0075,2459255.5,bK21B00N,(2021 BN),-7.91,-8.57,17,0,2021-02-10,7.65708428190433
710,28.70,2028-2121,2.79351151e-05,2021 UK20,0.00618,2459517.5,bK21U20K,(2021 UK20),-6.13,-6.36,78,0,2021-10-30,7.99219302332497
711,27.89,2080-2080,1.407e-07,2020 UB,0.0089,2459141.5,bK20U00B,(2020 UB),-8.30,-8.30,1,0,2020-10-19,11.21
712,26.27,2111-2111,5.192e-08,2021 GL16,0.019,2459334.5,bK21G16L,(2021 GL16),-8.31,-8.31,1,0,2021-04-30,5.69
713,29.64,2114-2118,9.045e-07,2019 JH7,0.004,2458619.5,bK19J07H,(2019 JH7),-8.62,-8.91,2,0,2019-05-16,9.05503593145384
714,27.76,2050-2116,5.09232525e-05,2017 UJ43,0.0095,2458060.5,bK17U43J,(2017 UJ43),-5.68,-5.82,29,0,2017-11-03,6.90404943515735
715,24.39,2041-2054,3.6328e-07,2017 UL7,0.045,2458056.5,bK17U07L,(2017 UL7),-5.55,-5.63,2,0,2017-10-30,16.2187833076415
716,29.86,2053-2121,0.0002861542952,2018 WH,0.0036,2458443.5,bK18W00H,(2018 WH),-6.12,-7.11,360,0,2018-11-21,7.49790587658109
717,25.58,2084-2121,1.86664397e-05,2021 JA1,0.026,2459339.5,bK21J01A,(2021 JA1),-5.01,-5.26,39,0,2021-05-05,20.9845807514649
718,26.41,2082-2082,5.678e-08,2018 CN,0.018,2458156.5,bK18C00N,(2018 CN),-7.74,-7.85,2,0,2018-02-07,19.7943078548785
719,23.92,2091-2100,3.6582e-07,2008 DA4,0.056,2454538.5,bK08D04A,(2008 DA4),-6.09,-6.36,3,0,2008-03-13,11.1587813678858
720,25.03,2095-2116,9.641e-09,2018 BH1,0.0332,2458142.5,bK18B01H,(2018 BH1),-8.16,-8.22,2,0,2018-01-24,13.2475396743076
721,27.93,2074-2116,1.1713e-07,2012 DY13,0.0088,2455984.5,bK12D13Y,(2012 DY13),-8.23,-8.30,4,0,2012-02-27,16.966126099206
722,27.64,2049-2049,2.432e-07,2009 WJ6,0.01,2455155.5,bK09W06J,(2009 WJ6),-7.38,-7.38,1,0,2009-11-20,18.16
723,26.22,2063-2095,0.000439083988,2013 VW13,0.019,2456629.5,bK13V13W,(2013 VW13),-3.85,-4.03,14,0,2013-12-03,16.3499891189838
724,27.72,2083-2121,7.7714e-07,2014 EU,0.0097,2456745.5,bK14E00U,(2014 EU),-7.83,-8.13,5,0,2014-03-29,5.60932483207659
725,26.61,2110-2110,1.262e-08,2014 AK51,0.016,2456670.5,bK14A51K,(2014 AK51),-8.96,-8.96,1,0,2014-01-13,10.27
726,27.54,2107-2118,2.2824e-08,2016 UR36,0.011,2457691.5,bK16U36R,(2016 UR36),-8.97,-9.03,2,0,2016-10-30,16.7236987381703
727,28.09,2117-2117,2.908e-08,2020 SA2,0.0082,2459114.5,bK20S02A,(2020 SA2),-9.17,-9.17,1,0,2020-09-22,15.63
728,25.56,2078-2100,4.18604e-07,2007 EZ25,0.026,2454174.5,bK07E25Z,(2007 EZ25),-6.50,-6.92,7,0,2007-03-15,20.7596206199654
729,27.75,2050-2122,0.000511244320300001,2007 HB15,0.0096,2454214.5,bK07H15B,(2007 HB15),-4.67,-4.83,97,0,2007-04-24,6.34495724236018
730,25.90,2120-2120,2.415e-09,2002 CA26,0.022,2452317.5,bK02C26A,(2002 CA26),-9.33,-9.33,1,0,2002-02-12,11.85
731,28.05,2030-2057,3.90677e-08,2003 UM3,0.00832,2452930.5,bK03U03M,(2003 UM3),-8.60,-8.68,3,0,2003-10-18,13.2010901076849
732,26.98,2047-2121,5.6284787e-05,2005 VN5,0.014,2453686.5,bK05V05N,(2005 VN5),-5.34,-5.81,89,0,2005-11-12,6.57095459151333
733,27.50,2114-2114,6.533e-08,2022 EA7,0.011,2459666.5,bK22E07A,(2022 EA7),-8.75,-8.75,1,0,2022-03-28,7.98
734,26.51,2119-2121,8.9252e-06,2020 TO2,0.017,2459135.5,bK20T02O,(2020 TO2),-6.03,-6.30,4,0,2020-10-13,12.5577031327029
735,29.12,2117-2121,5.0699e-06,2020 TS1,0.0051,2459135.5,bK20T01S,(2020 TS1),-7.79,-7.89,4,0,2020-10-13,3.55358961715221
736,27.75,2082-2120,1.6928538e-05,2020 WF5,0.00952,2459192.5,bK20W05F,(2020 WF5),-6.34,-7.06,34,0,2020-12-09,8.61591692678955
737,29.64,2091-2121,8.006039e-05,2020 YM1,0.004,2459204.5,bK20Y01M,(2020 YM1),-6.75,-7.13,34,0,2020-12-21,3.00867909461845
738,26.45,2047-2085,1.1503593e-06,2019 KL,0.017,2458628.5,bK19K00L,(2019 KL),-6.31,-6.56,10,0,2019-05-25,14.2072528643877
739,28.09,2065-2122,0.000637221907,2018 XQ2,0.00817,2458490.5,bK18X02Q,(2018 XQ2),-5.06,-5.48,144,0,2019-01-07,3.80315759589854
740,32.34,2094-2121,1.785e-07,2019 AS5,0.0012,2458494.5,bK19A05S,(2019 AS5),-10.56,-10.77,2,0,2019-01-11,10.1879887955182
741,27.63,2064-2122,0.0001196741883,2020 GO1,0.01,2458944.5,bK20G01O,(2020 GO1),-5.50,-6.00,93,0,2020-04-05,6.84678524401572
742,28.77,2115-2122,1.607265e-07,2020 HE7,0.006,2458968.5,bK20H07E,(2020 HE7),-9.09,-9.09,2,0,2020-04-29,3.12006094203507
743,28.38,2106-2119,7.8157e-08,2019 SU1,0.00711,2458752.5,bK19S01U,(2019 SU1),-9.20,-9.23,2,0,2019-09-26,5.07942461967578
744,30.05,2088-2099,2.5288e-07,2019 SU2,0.0033,2458752.5,bK19S02U,(2019 SU2),-9.20,-9.34,4,0,2019-09-26,11.1027044052515
745,27.58,2068-2119,1.474294e-06,2018 DB,0.01,2458168.5,bK18D00B,(2018 DB),-7.18,-7.29,8,0,2018-02-19,16.1024635588288
746,26.42,2073-2120,7.888448e-06,2021 NL8,0.0179,2459409.5,bK21N08L,(2021 NL8),-6.00,-6.30,21,0,2021-07-14,9.90101925245625
747,32.04,2067-2091,1.7511e-06,2021 VM96,0.0013,2459527.5,bK21V96M,(2021 VM96),-9.03,-9.25,2,0,2021-11-09,15.9791662383645
748,26.34,2031-2121,4.1536894e-06,2024 BZ15,0.0181,2460329.5,bK24B15Z,(2024 BZ15),-5.52,-5.62,29,0,2024-01-20,11.3132566257843
749,26.58,2093-2122,3.4014034e-05,2022 XO1,0.016,2459937.5,bK22X01O,(2022 XO1),-5.50,-5.56,16,0,2022-12-24,8.94351879638857
750,28.97,2119-2119,1.8074e-07,2017 FS,0.0054,2457830.5,bK17F00S,(2017 FS),-8.70,-8.72,2,0,2017-03-18,19.7053978090074
751,27.79,2061-2117,1.3876476e-06,2019 WF24,0.00939,2458813.5,bK19W24F,(2019 WF24),-7.02,-7.26,19,0,2019-11-26,17.2643647681155
752,26.52,2078-2116,6.169e-08,2012 YR1,0.017,2456304.5,bK12Y01R,(2012 YR1),-8.16,-8.28,2,0,2013-01-12,7.77551304911655
753,24.52,2082-2082,8.843e-09,2010 JH80,0.042,2455335.5,bK10J80H,(2010 JH80),-7.47,-7.47,1,0,2010-05-19,26.90
754,26.20,2111-2117,7.5612e-07,2012 TU231,0.02,2456238.5,bK12TN1U,(2012 TU231),-7.01,-7.23,4,0,2012-11-07,9.96951330476644
755,28.71,2108-2121,6.0638e-08,2019 UX12,0.0061,2458790.5,bK19U12X,(2019 UX12),-9.30,-9.31,2,0,2019-11-03,9.61133975394967
756,26.47,2042-2121,6.4685481e-05,2010 VW194,0.017,2455533.5,bK10VJ4W,(2010 VW194),-5.09,-5.68,56,0,2010-12-03,7.30734502863169
757,26.34,2095-2121,8.459425e-06,2014 HN2,0.018,2456810.5,bK14H02N,(2014 HN2),-6.24,-6.24,5,0,2014-06-02,2.57064506157333
758,26.60,2104-2121,3.35755e-06,2014 WA366,0.016,2457038.5,bK14Wa6A,(2014 WA366),-6.76,-6.83,6,0,2015-01-16,2.34005557623863
759,21.02,2072-2087,6.1134e-09,2015 HR182,0.21,2457134.5,bK15HI2R,(2015 HR182),-6.18,-6.26,2,0,2015-04-22,18.7213727222168
760,26.58,2046-2092,3.4697e-06,2015 KE319,0.0161,2457164.5,bK15KV9E,(2015 KE319),-5.98,-6.11,3,0,2015-05-22,12.4749569127014
761,27.89,2059-2119,1.0951294e-05,2022 UG6,0.009,2459875.5,bK22U06G,(2022 UG6),-6.15,-6.18,12,0,2022-10-23,14.4621285722034
762,26.90,2083-2120,2.386262e-05,2022 UT16,0.014,2459907.5,bK22U16T,(2022 UT16),-5.86,-5.88,4,0,2022-11-24,7.9216471284377
763,27.73,2030-2042,4.207996e-05,2022 WF15,0.0096,2459914.5,bK22W15F,(2022 WF15),-4.88,-4.89,3,0,2022-12-01,12.2169548022384
764,27.95,2106-2121,1.3026147e-05,2022 UU8,0.0087,2459882.5,bK22U08U,(2022 UU8),-6.79,-6.98,14,0,2022-10-30,4.4387193265975
765,28.09,2101-2121,1.345482e-06,2022 UV10,0.0081,2459898.5,bK22U10V,(2022 UV10),-7.73,-7.80,5,0,2022-11-15,9.08696537003096
766,24.49,2110-2122,3.808956e-06,2022 WF1,0.043,2459928.5,bK22W01F,(2022 WF1),-5.41,-5.54,8,0,2022-12-15,11.9052453480691
767,28.86,2092-2121,1.0013034e-05,2022 UV4,0.0057,2459879.5,bK22U04V,(2022 UV4),-7.26,-7.73,29,0,2022-10-27,5.53638432566992
768,30.13,2057-2086,3.5466866e-05,2022 UW15,0.0032,2459881.5,bK22U15W,(2022 UW15),-6.92,-7.10,14,0,2022-10-29,7.4765901599538
769,27.70,2087-2122,0.0015845932,2010 VQ,0.0098,2459912.5,bK10V00Q,(2010 VQ),-4.41,-4.45,21,0,2022-11-29,4.62749782026075
770,25.47,2122-2122,5.333e-08,2022 VQ,0.027,2459909.5,bK22V00Q,(2022 VQ),-7.88,-7.88,1,0,2022-11-26,8.79
771,28.15,2110-2122,9.734e-08,2022 WC11,0.00792,2459912.5,bK22W11C,(2022 WC11),-8.91,-9.09,3,0,2022-11-29,7.95881960139716
772,25.88,2111-2121,3.6250558e-06,2022 VQ1,0.023,2459907.5,bK22V01Q,(2022 VQ1),-6.15,-6.23,5,0,2022-11-24,10.4448423254616
773,29.93,2101-2119,6.7119305e-05,2022 WR4,0.0035,2459909.5,bK22W04R,(2022 WR4),-6.87,-7.05,22,0,2022-11-26,8.20786858490266
774,28.97,2071-2122,0.000132914697,2022 WO6,0.0054,2459909.5,bK22W06O,(2022 WO6),-6.06,-6.61,59,0,2022-11-26,7.28774288534849
775,26.40,2060-2060,7.126e-08,2022 WC,0.018,2459907.5,bK22W00C,(2022 WC),-7.24,-7.24,1,0,2022-11-24,28.18
776,26.38,2074-2120,1.29712e-06,2022 WQ6,0.018,2459914.5,bK22W06Q,(2022 WQ6),-6.64,-6.84,4,0,2022-12-01,13.0628171641791
777,29.14,2049-2049,1.1929e-07,2022 YK3,0.005,2459937.5,bK22Y03K,(2022 YK3),-8.57,-8.62,2,0,2022-12-24,12.6742887081901
778,27.63,2115-2121,6.352645e-07,2023 ER1,0.01,2460021.5,bK23E01R,(2023 ER1),-7.62,-8.15,9,0,2023-03-18,15.5663353469303
779,28.99,2091-2122,0.00013611087,2022 YM1,0.0054,2459936.5,bK22Y01M,(2022 YM1),-6.25,-6.82,36,0,2022-12-23,2.652923456444
780,28.67,2082-2121,0.000260516693,2022 XX,0.00629,2459925.5,bK22X00X,(2022 XX),-5.70,-6.13,112,0,2022-12-12,6.37274745660923
781,24.96,2112-2114,3.85589e-07,2022 YP2,0.034,2459961.5,bK22Y02P,(2022 YP2),-6.57,-6.70,4,0,2023-01-17,14.347765470488
782,28.70,2046-2090,8.1943347e-05,2022 YW6,0.0062,2459938.5,bK22Y06W,(2022 YW6),-5.05,-5.30,15,0,2022-12-25,29.3289725156089
783,28.39,2113-2116,4.247e-07,2024 WW2,0.0071,2460637.5,bK24W02W,(2024 WW2),-8.33,-8.59,2,0,2024-11-23,9.61062396986108
784,28.25,2082-2097,2.395522e-06,2024 PJ3,0.0076,2460532.5,bK24P03J,(2024 PJ3),-7.16,-7.38,4,0,2024-08-10,16.1408755669954
785,26.91,2043-2103,1.7129425e-06,2023 CC3,0.014,2459993.5,bK23C03C,(2023 CC3),-6.60,-6.86,12,0,2023-02-18,6.92265282401482
786,25.42,2070-2070,6.788e-07,2022 YY5,0.028,2459940.5,bK22Y05Y,(2022 YY5),-6.00,-6.00,1,0,2022-12-27,23.66
787,26.74,2123-2123,4.843e-08,2023 SO11,0.015,2460249.5,bK23S11O,(2023 SO11),-8.69,-8.69,1,0,2023-11-01,2.58
788,26.55,2057-2057,1.324e-08,2023 BQ2,0.017,2459975.5,bK23B02Q,(2023 BQ2),-8.34,-8.34,1,0,2023-01-31,14.37
789,27.23,2081-2122,7.8319176e-05,2013 FU13,0.012,2456420.5,bK13F13U,(2013 FU13),-5.46,-5.95,24,0,2013-05-08,5.72892204815842
790,27.31,2104-2118,6.22812e-07,2018 FG1,0.012,2458196.5,bK18F01G,(2018 FG1),-7.60,-8.09,11,0,2018-03-19,9.96847954117776
791,30.66,2068-2123,0.0002573812217,2023 BU7,0.0025,2459980.5,bK23B07U,(2023 BU7),-6.64,-7.12,189,0,2023-02-05,1.01060023207979
792,26.64,2026-2026,3.818e-05,2023 BZ,0.016,2459976.5,bK23B00Z,(2023 BZ),-3.62,-3.62,1,0,2023-02-01,8.25
793,29.07,2078-2123,5.1067901e-05,2023 BZ3,0.0052,2459972.5,bK23B03Z,(2023 BZ3),-6.62,-7.07,27,0,2023-01-28,6.56020056512603
794,28.81,2073-2120,0.000165564018,2023 FH7,0.0059,2460033.5,bK23F07H,(2023 FH7),-5.70,-5.70,8,0,2023-03-30,8.31010140681654
795,26.30,2118-2118,4.240e-08,2023 CY,0.019,2459991.5,bK23C00Y,(2023 CY),-8.30,-8.30,1,0,2023-02-16,10.94
796,24.52,2109-2121,6.542922e-06,2017 VJ,0.042,2458095.5,bK17V00J,(2017 VJ),-5.24,-5.87,31,0,2017-12-08,11.5178897287787
797,26.00,2063-2116,1.297442e-07,2018 CA15,0.021,2458162.5,bK18C15A,(2018 CA15),-7.61,-7.88,4,0,2018-02-13,8.26050545612058
798,26.11,2083-2083,7.277e-07,2022 YL8,0.02,2459936.5,bK22Y08L,(2022 YL8),-6.55,-6.55,1,0,2022-12-23,18.02
799,25.27,2105-2111,6.64106e-08,2021 AL1,0.03,2459231.5,bK21A01L,(2021 AL1),-7.48,-7.64,3,0,2021-01-17,13.0428969471741
800,27.12,2119-2119,6.255e-07,2021 ER4,0.013,2459291.5,bK21E04R,(2021 ER4),-7.47,-7.47,1,0,2021-03-18,12.81
801,27.33,2109-2122,7.5507063e-06,2022 UQ20,0.012,2459883.5,bK22U20Q,(2022 UQ20),-6.63,-6.77,9,0,2022-10-31,8.4990216578812
802,27.42,2049-2119,5.82015e-05,2018 VC7,0.011,2458433.5,bK18V07C,(2018 VC7),-5.54,-5.79,15,0,2018-11-11,4.22036483595784
803,28.12,2055-2099,1.40867279e-05,2019 BO,0.0081,2458519.5,bK19B00O,(2019 BO),-6.50,-7.12,35,0,2019-02-05,7.2750810301376
804,28.44,2086-2120,5.26727077e-05,2018 VT5,0.0069,2458436.5,bK18V05T,(2018 VT5),-6.22,-6.76,63,0,2018-11-14,9.55026527377479
805,26.85,2089-2119,5.604602e-05,2021 RR14,0.014,2459527.5,bK21R14R,(2021 RR14),-5.60,-5.81,15,0,2021-11-09,3.0877424088276
806,25.56,2120-2120,2.639e-07,2018 FX4,0.026,2458203.5,bK18F04X,(2018 FX4),-6.81,-6.81,1,0,2018-03-26,22.84
807,22.35,2083-2083,5.606e-09,2001 UD5,0.11,2452224.5,bK01U05D,(2001 UD5),-6.90,-6.90,1,0,2001-11-11,16.90
808,26.81,2053-2111,2.3711722e-06,2020 QJ5,0.015,2459085.5,bK20Q05J,(2020 QJ5),-6.63,-6.94,10,0,2020-08-24,9.85431844384815
809,25.30,2109-2109,1.141e-07,2016 AU193,0.03,2457394.5,bK16AJ3U,(2016 AU193),-7.03,-7.03,1,0,2016-01-07,21.78
810,27.44,2099-2121,2.979153e-06,2020 TK3,0.011,2459139.5,bK20T03K,(2020 TK3),-6.93,-7.42,8,0,2020-10-17,11.2503582394056
811,28.32,2090-2112,9.299e-07,2019 VA,0.0074,2458789.5,bK19V00A,(2019 VA),-7.89,-8.01,2,0,2019-11-02,8.24230239810732
812,25.20,2075-2125,2.653919e-06,2019 RT3,0.031,2458805.5,bK19R03T,(2019 RT3),-5.93,-6.22,15,0,2019-11-18,7.61789132599752
813,26.69,2112-2112,1.411e-09,2019 YE,0.016,2458840.5,bK19Y00E,(2019 YE),-9.90,-9.90,1,0,2019-12-23,12.21
814,26.07,2112-2121,8.123e-07,2012 XH,0.021,2456298.5,bK12X00H,(2012 XH),-7.05,-7.21,2,0,2013-01-06,6.22447125446264
815,26.27,2077-2122,1.5960736e-05,2018 LR3,0.019,2458294.5,bK18L03R,(2018 LR3),-5.85,-6.03,21,0,2018-06-25,4.16965741680083
816,29.58,2092-2120,2.357051e-05,2006 BF56,0.0041,2453764.5,bK06B56F,(2006 BF56),-6.66,-7.18,24,0,2006-01-29,26.1539985473373
817,26.97,2052-2122,0.001985447826,2012 HG2,0.014,2456076.5,bK12H02G,(2012 HG2),-3.83,-4.26,689,0,2012-05-29,3.32125218290173
818,28.42,2034-2061,0.0003350604395,2017 SF20,0.007,2458042.5,bK17S20F,(2017 SF20),-4.42,-4.42,4,0,2017-10-16,10.439999975485
819,29.09,2117-2122,2.330503e-06,2021 GC13,0.00519,2459328.5,bK21G13C,(2021 GC13),-8.01,-8.09,6,0,2021-04-24,6.74811668983048
820,26.57,2065-2089,6.27236e-08,2021 LC3,0.016,2459374.5,bK21L03C,(2021 LC3),-7.92,-7.92,2,0,2021-06-09,10.27984796791
821,25.31,2056-2056,1.404e-07,2021 PM1,0.029,2459435.5,bK21P01M,(2021 PM1),-6.86,-6.86,1,0,2021-08-09,9.84
822,26.49,2104-2122,1.396609e-06,2016 KO,0.017,2457544.5,bK16K00O,(2016 KO),-6.99,-7.33,9,0,2016-06-05,7.18805952847218
823,25.85,2048-2118,2.10201154e-05,2007 DS7,0.023,2454156.5,bK07D07S,(2007 DS7),-5.14,-5.35,26,0,2007-02-25,12.3858960955086
824,27.04,2064-2121,5.458342e-06,2017 TW5,0.013,2458043.5,bK17T05W,(2017 TW5),-6.17,-6.27,16,0,2017-10-17,15.2653961624244
825,25.12,2089-2122,2.97186e-06,2021 EO,0.032,2459289.5,bK21E00O,(2021 EO),-5.96,-6.52,10,0,2021-03-16,7.44680560322492
826,30.11,2079-2088,8.337877e-05,2026 ES1,0.0032,2461109.5,bK26E01S,(2026 ES1),-6.64,-6.75,11,0,2026-03-10,10.4319483208975
827,28.12,2120-2123,1.6037e-08,2026 EW1,0.008,2461112.5,bK26E01W,(2026 EW1),-9.70,-9.93,2,0,2026-03-13,8
828,29.81,2064-2102,6.543355e-06,2026 FH1,0.0037,2461118.5,bK26F01H,(2026 FH1),-7.55,-7.87,5,0,2026-03-19,9.42616837998244
829,26.42,2083-2083,1.668e-09,2014 XE32,0.018,2457015.5,bK14X32E,(2014 XE32),-9.48,-9.48,1,0,2014-12-24,13.53
830,27.36,2113-2113,1.281e-07,2019 WH4,0.011,2458819.5,bK19W04H,(2019 WH4),-8.37,-8.37,1,0,2019-12-02,8.78
831,24.55,2080-2106,1.183565e-05,2019 WU2,0.042,2458823.5,bK19W02U,(2019 WU2),-4.86,-4.98,18,0,2019-12-06,11.5288820470359
832,28.37,2061-2106,3.91234e-07,2024 CM5,0.0072,2460360.5,bK24C05M,(2024 CM5),-7.94,-8.08,4,0,2024-02-20,10.378510507778
