make,model,version,price,fuel,year,kms,power,doors,shift,color,is_professional
MERCEDES-BENZ,Clase A,MERCEDES-BENZ Clase A A 200 d Style 5p.,17490,Diésel,2016.0,101000,136.0,5,Manual,Gris / Plata,True
BMW,Serie 2 Gran Tourer,BMW Serie 2 Gran Tourer 218d 5p.,18990,Diésel,2017.0,60000,150.0,5,Manual,Beige,True
BMW,Serie 5,BMW Serie 5 525dA xDrive 4p.,18350,Diésel,2013.0,180000,218.0,4,Automático,Negro,False
LEXUS,NX,LEXUS NX 2.5 300h Executive 4WD  Navibox 5p.,21900,Híbrido,2016.0,140568,197.0,5,Automático,Blanco (*CAS*),True
BMW,X4,BMW X4 xDrive20d 5p.,32999,Diésel,2016.0,116716,190.0,5,Automático,475 Saphirschwarz (metalizado),True
MITSUBISHI,Lancer,MITSUBISHI Lancer Sportback 1.8 MIVEC Inform 5p.,7990,Gasolina,2009.0,52000,143.0,5,Manual,Gris / Plata,True
BMW,Serie 3,BMW Serie 3 318d 4p.,12500,Diésel,2013.0,162000,143.0,4,Manual,Gris / Plata,True
BMW,X3,BMW X3 xDrive30e 5p.,58200,Híbrido enchufable,2020.0,8500,292.0,5,Automático,Blanco (Combinación tela/cuero  Vivus  Anthrazit),True
BMW,Serie 5,BMW Serie 5 520D 4p.,32900,Diésel,2017.0,82000,190.0,4,Automático,Gris / Plata,True
SEAT,ALTEA,SEAT ALTEA 1.6 TDI 105cv SS ITech EEcomotive 5p.,10500,Diésel,2015.0,60000,105.0,5,Manual,Negro,True
PEUGEOT,5008,PEUGEOT 5008 Allure 2.0 BlueHDi 110KW 150CV 5p.,13800,Diésel,2016.0,146000,150.0,5,Manual,Marrón,True
SSANGYONG,Rodius,SSANGYONG Rodius 270Xdi 5p.,5500,Diésel,2007.0,195069,165.0,5,Manual,Gris / Plata,True
CITROEN,C3,CITROEN C3 PureTech 81KW 110CV SS SHINE 5p.,17999,Gasolina,2020.0,1,110.0,5,Manual,Rojo,True
VOLVO,V40,VOLVO V40 2.0 D3 Momentum 5p.,14990,Diésel,2014.0,108892,150.0,5,Manual,Blanco,True
FORD,Ka+,FORD Kaplus 1.2 TiVCT Ultimate 5p.,8300,Gasolina,2017.0,44000,85.0,5,Manual,Gris / Plata,True
LAND-ROVER,Range Rover Velar,LAND-ROVER Range Rover Velar 2.0 D180 132kW 180CV 4WD Auto 5p.,47900,Diésel,2018.0,29000,180.0,5,Automático,Granate,True
MERCEDES-BENZ,Clase V,MERCEDES-BENZ Clase V 220 d Clase V Largo 4p.,36900,Diésel,2019.0,26000,163.0,4,Automático,Gris / Plata (INDIO),True
FORD,Kuga,FORD Kuga Trend 1.5 EcoBoost 88kW 120CV 4x2 5p.,22500,Gasolina,2020.0,0,120.0,5,Manual,Blanco,True
NISSAN,QASHQAI,NISSAN QASHQAI 1.5 dCi TEKNA SPORT 17 4x2 5p.,9000,Diésel,2011.0,123000,110.0,5,Manual,Blanco,False
FORD,Focus,FORD Focus 1.5 TDCi E6 120cv Trend 5p.,9399,Diésel,2016.0,57879,120.0,5,Manual,73R Azul BÃ¡ltico (sÃ³lido),True
TOYOTA,Auris,TOYOTA Auris 1.8 140H Hybrid Active 5p.,11000,Híbrido,2017.0,91000,136.0,5,Automático,Blanco,True
MERCEDES-BENZ,Clase E,MERCEDES-BENZ Clase E E 300 DIESEL 4p.,1950,Diésel,1994.0,396000,136.0,4,Automático,Rojo,False
MINI,MINI,MINI MINI Cooper S  JCW 3p.,13499,Gasolina,2006.0,156500,210.0,3,Manual,Negro,False
PEUGEOT,Expert,PEUGEOT Expert Furgon Pro 1.5 BlueHDi 120 SS Standard,21995,Diésel,2020.0,15,120.0,4,Manual,Blanco,True
LAND-ROVER,Range Rover Evoque,LAND-ROVER Range Rover Evoque 2.2L eD4 150CV 4x2 Dynamic 5p.,24995,Diésel,2015.0,79995,150.0,5,Manual,Negro,True
MINI,CLUBMAN,MINI CLUBMAN COOPER 5p.,14990,Gasolina,2017.0,48000,136.0,5,Manual,Rojo (Vino),True
VOLKSWAGEN,Passat,VOLKSWAGEN Passat Advance 2.0 TDI 110kW150CV DSG Variant 5p.,16900,Diésel,2017.0,135000,150.0,5,Automático,Negro,True
FORD,Focus,FORD Focus 1.5 Ecoblue 88kW Trend 5p.,24200,Diésel,2019.0,8166,120.0,5,Manual,PN3GZ Blanco (sÃ³lido),True
HYUNDAI,Kona,HYUNDAI Kona 1.0 TGDi Tecno 4x2 5p.,17990,Gasolina,2019.0,2000,120.0,5,Manual,Blanco,True
TOYOTA,Yaris,TOYOTA Yaris 90D ACTIVE 5p.,6990,Diésel,2012.0,96000,90.0,5,Manual,Blanco,True
RENAULT,Espace,RENAULT Espace Life Energy dCi 130 ECO2 5p.,15890,Diésel,2016.0,90500,130.0,5,Manual,Negro,True
PEUGEOT,508,PEUGEOT 508 Allure 2.0 HDI 140cv 4p.,7490,Diésel,2014.0,299000,140.0,4,Manual,Blanco,True
RENAULT,Master,RENAULT Master Furgon P L3H2 3500RG dCi 125 E5,14500,Diésel,2014.0,174000,125.0,4,Manual,Blanco,True
DS,DS 5,DS DS 5 BlueHDi 150cv Design 5p.,14790,Diésel,2015.0,111900,150.0,5,Manual,Blanco,True
MINI,Countryman,MINI Countryman COOPER SD COUNTRYMAN automatico 5p.,12999,Diésel,2013.0,119000,143.0,5,Automático,Blanco,True
ABARTH,500,ABARTH 500 595 Competizione 1.4 16v TJet 132kW E6 3p.,27500,Gasolina,2019.0,2023,180.0,3,Manual,Negro,True
ALFA ROMEO,MiTo,ALFA ROMEO MiTo 1.4 105CV MultiAir Distinctive 3p.,4800,Gasolina,2009.0,142203,105.0,3,Manual,Rojo,False
SKODA,Octavia,SKODA Octavia 1.9 TDI Collection 5p.,5999,Diésel,2010.0,97000,105.0,5,Manual,Blanco,True
FORD,Fiesta,FORD Fiesta 1.5 TDCi 75cv White Edition 3p 3p.,5500,Diésel,2015.0,129000,75.0,3,Manual,Blanco,True
SEAT,León,SEAT Leon ST 1.6 TDI 110cv StSp Style Ecomotive 5p.,10999,Diésel,2016.0,75000,110.0,5,Manual,Azul,True
FORD,Fiesta,FORD Fiesta 1.0 EcoBoost 92kW Titanium SS 5p 5p.,12899,Gasolina,2017.0,28493,125.0,5,Manual,Rojo,True
BMW,X3,BMW X3 XDRIVE20D 5p.,43490,Diésel,2018.0,23617,190.0,5,Automático,C1N Sonnenstein (metalizada),True
VOLVO,XC60,VOLVO XC60 2.0 D3 Momentum Auto 5p.,20850,Diésel,2017.0,92000,150.0,5,Automático,Blanco (PM Pintura metalizada),True
PEUGEOT,208,PEUGEOT 208 3P ALLURE 1.6 eHDi 92 3p.,7300,Diésel,2013.0,125000,92.0,3,Manual,Blanco,False
RENAULT,Clio,RENAULT Clio Business dCi 55kW 75CV 18 5p.,9700,Diésel,2018.0,53557,75.0,5,Manual,Blanco,True
VOLVO,XC60,VOLVO XC60 2.0 D3 Momentum 5p.,18500,Diésel,2016.0,108000,150.0,5,Manual,Gris / Plata,True
SEAT,Tarraco,SEAT Tarraco 2.0 TDI 140kW 4Drive DSG SS FR Edition 5p.,40600,Diésel,2020.0,0,190.0,5,Automático,Negro,True
VOLKSWAGEN,Beetle,VOLKSWAGEN Beetle Cabrio Dune 1.4 TSI 150CV DSG BMT 2p.,30990,Gasolina,2016.0,24500,150.0,2,Automático,Gris / Plata,True
SEAT,Alhambra,SEAT Alhambra 2.0 TDI 110kW 150CV Eco SS Style 5p.,18920,Diésel,2017.0,93476,150.0,5,Manual,Blanco,True
MERCEDES-BENZ,Clase A,MERCEDES-BENZ Clase A A 200 d AMG Line 5p.,20900,Diésel,2016.0,139000,136.0,5,Automático,Negro,True
VOLKSWAGEN,Golf,VOLKSWAGEN Golf 1.9 TDI CONCEPTLINE 5p.,2000,Diésel,1999.0,240000,90.0,5,Manual,Gris / Plata,False
BMW,X4,BMW X4 M Competition 5p.,96000,Gasolina,2020.0,13000,510.0,5,Automático,Rojo,True
NISSAN,Cabstar,NISSAN Cabstar TL 105.282 media 2p.,4000,Diésel,2004.0,200000,105.0,2,Manual,Amarillo,False
VOLKSWAGEN,Tiguan,VOLKSWAGEN Tiguan 2.0 TDI 110cv 4x2 Advance BMotion Tech 5p.,11000,Diésel,2012.0,170000,110.0,5,Manual,Blanco,False
RENAULT,Grand Scénic,RENAULT Grand Scenic Expression Energy dCi 110 eco2 7p 5p.,7500,Diésel,2013.0,97000,110.0,5,Manual,Gris / Plata,True
MERCEDES-BENZ,Clase E,MERCEDES-BENZ Clase E E 350 BlueTec Elegance 4p.,11500,Diésel,2009.0,380000,211.0,4,Automático,Negro,True
AUDI,A3,AUDI A3 design edition 1.6 TDI Sportback 5p.,16500,Diésel,2017.0,68000,116.0,5,Manual,Blanco,True
JAGUAR,F-Pace,JAGUAR Fpace 2.0L i4D AWD Automatico Prestige 5p.,28990,Diésel,2016.0,74493,180.0,5,Automático,Rojo,True
FORD,Focus,FORD Focus 1.0 Ecoboost 92kW STLine SportBr 5p.,17400,Gasolina,2019.0,13747,125.0,5,Manual,Gris / Plata (*COL*),True
RENAULT,Captur,RENAULT Captur Zen Energy TCe 88kW 120CV EDC 5p.,14000,Gasolina,2017.0,40000,120.0,5,Automático,Gris / Plata,True
MINI,MINI,MINI MINI One 3p.,3600,Gasolina,2002.0,140000,90.0,3,Manual,Amarillo,False
NISSAN,QASHQAI,NISSAN QASHQAI 1.6 ACENTA 4X2 5p.,7975,Gasolina,2011.0,111699,117.0,5,Manual,Rojo,True
BMW,X5,BMW X5 xDrive25D 5p.,28500,Diésel,2016.0,139528,231.0,5,Automático,Negro,True
CITROEN,C3,CITROEN C3 PureTech 81KW 110CV SS SHINE 5p.,14300,Gasolina,2020.0,14921,110.0,5,Manual,Azul,True
MINI,MINI,MINI MINI ONE D 5 PUERTAS 5p.,14400,Diésel,2016.0,28500,95.0,5,Manual,Blanco,True
CITROEN,C4 Cactus,CITROEN C4 Cactus BlueHDi 74KW 100CV SS Feel 5p.,18250,Diésel,2019.0,7860,99.0,5,Manual,Gris / Plata (GRIS PLATINO),True
RENAULT,Zoe,RENAULT Zoe Intens R240 5p.,8990,Eléctrico,2015.0,108615,88.0,5,Automático,Beige (Gris Escarcha),True
AUDI,A4,AUDI A4 2.0 TDI 150cv S line edition 4p.,16850,Diésel,2015.0,135087,150.0,4,Manual,Blanco,True
FIAT,Freemont,FIAT Freemont Lounge AWD 2.0 16v 170cv Diesel auto. 5p.,13900,Diésel,2016.0,107578,170.0,5,Manual,Blanco (blanco),True
NISSAN,QASHQAI,NISSAN QASHQAI 1.2 DIGT ACENTA 5p.,15900,Gasolina,2017.0,42482,115.0,5,Manual,Blanco,True
JAGUAR,F-Pace,JAGUAR Fpace 2.0L i4D AWD Automatico Prestige 5p.,33900,Diésel,2016.0,38250,180.0,5,Automático,Blanco,True
MERCEDES-BENZ,Clase B,MERCEDES-BENZ Clase B B 200 d 5p.,28800,Diésel,2019.0,24284,150.0,5,Automático,Rojo (ROJO JUPITER),True
AUDI,Q3,AUDI Q3 Sport ed 2.0 TDI 110kW 150CV S tronic 5p.,25500,Diésel,2017.0,62000,150.0,5,Automático,Azul,True
PEUGEOT,3008,PEUGEOT 3008 Sport Pack 2.0 HDI 150 FAP 5p.,6990,Diésel,2009.0,213000,150.0,5,Manual,Negro,True
MERCEDES-BENZ,Clase GL,MERCEDES-BENZ Clase GL GL 63 AMG 5p.,59500,Gasolina,2013.0,99929,557.0,5,Automático,Negro,True
MERCEDES-BENZ,Clase G,MERCEDES-BENZ Clase G G 500 STW Largo 5p.,52900,Gasolina,2012.0,110000,388.0,5,Automático,Blanco,True
MINI,MINI,MINI MINI Cooper SD Cabrio 2p.,13500,Diésel,2011.0,122000,143.0,2,Manual,Verde,False
PEUGEOT,Rifter,PEUGEOT Rifter GT Standard BlueHDi 96kW 5p.,23990,Diésel,2020.0,5,130.0,5,Automático,Naranja (BRONCE),True
MITSUBISHI,L200,MITSUBISHI L200 DC 250 DID MPro 4p.,17490,Diésel,2017.0,80000,154.0,4,Manual,Blanco,True
BMW,X4,BMW X4 xDrive20d 5p.,28990,Diésel,2014.0,114000,190.0,5,Automático,Gris / Plata,True
OPEL,Grandland X,OPEL Grandland X 1.2 Turbo 120 Aniversario 5p.,21500,Gasolina,2019.0,24084,130.0,5,Manual,Blanco,True
HYUNDAI,TUCSON,HYUNDAI TUCSON 1.6 GDi BlueDrive Essence 4x2 5p.,13900,Gasolina,2018.0,66149,131.0,5,Manual,Blanco,True
MERCEDES-BENZ,Clase E,MERCEDES-BENZ Clase E E 220 CDI CLASSIC 4p.,4850,Diésel,2002.0,280000,143.0,4,Automático,Azul,False
MERCEDES-BENZ,Clase C,MERCEDES-BENZ Clase C C 220 d 4p.,28990,Diésel,2018.0,46632,170.0,4,Automático,Azul,True
AUDI,SQ5,AUDI SQ5 3.0 TDI 313cv quattro tiptronic 5p.,31900,Diésel,2015.0,113353,313.0,5,Automático,Blanco (T9T9 Blanco Ibis),True
AUDI,A5,AUDI A5 2.0 TDI 140kW 190CV S tronic Sportback 5p.,27450,Diésel,2017.0,60000,190.0,5,Automático,Gris / Plata,False
TESLA,Model S,TESLA Model S 90D 4WD 5p.,43500,Eléctrico,2017.0,140000,525.0,5,Automático,Blanco,False
FIAT,Grande Punto,FIAT Grande Punto 1.2 Active 3p.,3200,Gasolina,2008.0,114396,65.0,3,Manual,Rojo (*PAT*),True
RENAULT,Mégane,RENAULT Megane S.T. Zen Blue dCi 85 kW 115CV 5p.,17580,Diésel,2019.0,23400,115.0,5,Manual,Rojo,True
HONDA,HR-V,HONDA HRV 1.5 iVTEC Elegance Navi 5p.,23990,Gasolina,2020.0,150,130.0,5,Manual,Gris / Plata,True
SUBARU,Impreza,SUBARU Impreza 2.0 GX 4p.,5200,Gasolina,2005.0,120000,125.0,4,Manual,Azul,False
RENAULT,Espace,RENAULT Espace Initiale P. Energy dCi 160 Twin Tur. EDC 5p.,19990,Diésel,2016.0,114100,160.0,5,Automático,Gris / Plata,True
FIAT,Freemont,FIAT Freemont Lounge 2.0 16v 140cv Diesel 5p.,11500,Diésel,2012.0,118000,140.0,5,Manual,Blanco,False
NISSAN,QASHQAI,NISSAN QASHQAI DIGT 85 kW 115 CV ACENTA 5p.,14500,Gasolina,2018.0,28000,115.0,5,Manual,Negro,True
RENAULT,Mégane,RENAULT Mégane Dynamique dCi 110 eco2 E5 5p.,3800,Diésel,2010.0,190000,110.0,5,Manual,Gris / Plata,False
VOLKSWAGEN,Golf,VOLKSWAGEN Golf Sport RLine 1.5 TSI 110kW 150CV 5p.,24500,Gasolina,2018.0,25000,150.0,5,Automático,Gris / Plata,False
MERCEDES-BENZ,Clase C,MERCEDES-BENZ Clase C C 220 d AMG Line Estate 5p.,28500,Diésel,2016.0,57388,170.0,5,Manual,Gris / Plata (GRIS),True
PEUGEOT,308,PEUGEOT 308 SW Active 1.6 eHDI 112 FAP 5p.,5990,Diésel,2011.0,190000,112.0,5,Manual,Negro,True
DACIA,Sandero,DACIA Sandero Serie Limitada 2019 TCE 66kW 90CV 5p.,10150,Gasolina,2019.0,42833,90.0,5,Manual,Gris / Plata,True
AUDI,A4,AUDI A4 Avant 2.0 TDI 150CV S tronic Advanced ed 5p.,17900,Diésel,2016.0,106378,150.0,5,Automático,W1W1 Azul Lunar (metalizado),True
MERCEDES-BENZ,CLS,MERCEDES-BENZ CLS CLS 350 d 4MATIC 4p.,62500,Diésel,2019.0,38000,286.0,4,Automático,Negro,False
MINI,MINI,MINI MINI Cooper 3p.,9900,Gasolina,2012.0,78290,122.0,3,Manual,Beige,True
VOLVO,V90 Cross Country,VOLVO V90 Cross Country 2.0 AWD T5 Auto 5p.,43500,Gasolina,2018.0,34079,250.0,5,Automático,Gris / Plata (477 ELECTRIC SILVER),True
AUDI,A3,AUDI A3 Sportback 2.0 TDI 184CV clean Attraction 5p.,16500,Diésel,2015.0,98111,184.0,5,Manual,Negro,True
OPEL,Vectra,OPEL Vectra Elegance 1.9 CDTI 16v 4p.,1400,Diésel,2004.0,310000,150.0,4,Manual,Beige,False
CITROEN,DS5,CITROEN DS5 HDi 160cv Design 5p.,14290,Diésel,2013.0,100800,163.0,5,Manual,Marrón,True
RENAULT,Mégane,RENAULT Megane GT Style dCi 110 eco2 5p.,7950,Diésel,2015.0,122000,110.0,5,Automático,Blanco,True
FORD,Focus,FORD Focus 1.5 TDCi E6 120 Trend Sportbreak 5p.,10990,Diésel,2016.0,74700,120.0,5,Manual,Blanco,True
KIA,Sportage,KIA Sportage 1.6 GDi 97kW 132CV Concept Plus 4x2 5p.,20350,Gasolina,2019.0,10207,132.0,5,Manual,Rojo,True
VOLKSWAGEN,Passat,VOLKSWAGEN Passat 1.8 T COMFORTLINE 4p.,1890,Gasolina,2001.0,274000,150.0,4,Manual,Azul,True
HONDA,CR-V,HONDA CRV 1.6 iDTEC 120 4x2 Elegance Navi 5p.,12799,Diésel,2015.0,150000,120.0,5,Manual,Gris / Plata,True
MERCEDES-BENZ,Clase GLA,MERCEDES-BENZ Clase GLA GLA 220 d AMG Line 5p.,26000,Diésel,2017.0,46000,177.0,5,Automático,Rojo,False
AUDI,A4,AUDI A4 Avant 1.8 TFSI 120cv 5p.,11500,Gasolina,2011.0,121700,120.0,5,Manual,Negro,True
TOYOTA,Verso,TOYOTA Verso 1.6 130 Advance 7pl. 5p.,14920,Gasolina,2018.0,63280,132.0,5,Manual,Blanco,True
BMW,X5,BMW X5 xDRIVE30d 5p.,15000,Diésel,2008.0,144000,235.0,5,Automático,Negro,False
KIA,Sportage,KIA Sportage 1.6 GDI Drive 4x2 5p.,12299,Gasolina,2014.0,61170,135.0,5,Manual,Blanco,True
PORSCHE,911,PORSCHE 911 911 3.2 CARRERA COUPE 2p.,41500,Gasolina,1984.0,169000,231.0,2,Manual,Gris / Plata,False
NISSAN,X-TRAIL,NISSAN XTRAIL 5 Pl. DIGT 120 kW 163 CV NCONNECTA 5p.,20990,Gasolina,2018.0,25208,163.0,5,Manual,Gris / Plata,True
OPEL,Insignia,OPEL Insignia Sports Tourer 2.0 CDTI eco SS 160 Cosmo 5p.,7100,Diésel,2011.0,227486,160.0,5,Manual,Marrón,True
VOLKSWAGEN,Polo,VOLKSWAGEN Polo 1.6 TDI Advance 90cv DSG 5p.,6999,Diésel,2009.0,140000,90.0,5,Automático,Blanco,True
AUDI,A6 allroad quattro,AUDI A6 allroad quattro 3.0 TDI 160kW quattro S tronic 5p.,28995,Diésel,2017.0,89000,218.0,5,Automático,Azul (OSCURO METALIZADO),True
MERCEDES-BENZ,Clase A,MERCEDES-BENZ Clase A Sedan A 180 d 4p.,29990,Diésel,2020.0,10000,116.0,4,Automático,Rojo (ROJO JUPITER),True
VOLKSWAGEN,Polo,VOLKSWAGEN Polo Sport 1.4 TDI 105cv BMT 3p.,10300,Diésel,2015.0,101000,105.0,3,Manual,Rojo,True
SEAT,León,SEAT Leon ST 1.5 EcoTSI 96kW 130CV StSp Style 5p.,18500,Gasolina,2019.0,5485,130.0,5,Manual,Gris (tela),True
VOLKSWAGEN,Passat,VOLKSWAGEN Passat Variant 2.0 TDI 140 DSG Advance BM Tech 5p.,14000,Diésel,2013.0,105000,140.0,5,Automático,Negro,False
FORD,Focus,FORD Focus 1.5 TDCi E6 120cv Trend 5p.,10299,Diésel,2016.0,47394,120.0,5,Manual,pa10 Negro Grafito (metalizado),True
PEUGEOT,5008,PEUGEOT 5008 1.2 PureTech 96KW SS Allure Pack EAT8 5p.,36900,Gasolina,2021.0,0,130.0,5,Automático,Rojo,True
CITROEN,C5 Aircross,CITROEN C5 Aircross BlueHdi 96kW 130CV SS Live Pack 5p.,24850,Diésel,2021.0,1,131.0,5,Manual,Blanco,True
HYUNDAI,i30,HYUNDAI i30 1.0 TGDI Go 5p.,14950,Gasolina,2019.0,23727,120.0,5,Manual,Blanco,True
BMW,Serie 1,BMW Serie 1 118d 5p.,29900,Diésel,2020.0,2500,150.0,5,Automático,Gris / Plata,True
VOLKSWAGEN,Touran,VOLKSWAGEN Touran 2.0 TDI 140cv Advance Bluemotion Tech 5p.,14600,Diésel,2013.0,79322,140.0,5,Manual,0Q0Q Blanco Puro (sÃ³lido),True
PEUGEOT,2008,PEUGEOT 2008 Allure 1.2 PureTech 96KW 130CV SS 5p.,14100,Gasolina,2016.0,52834,130.0,5,Manual,Rojo,True
BMW,Serie 3,BMW Serie 3 318d 4p.,16650,Diésel,2017.0,75000,150.0,4,Manual,met Pintura metalizada (excepto Estoril Blau),True
VOLKSWAGEN,T-Cross,VOLKSWAGEN TCross Advance 1.0 TSI 85kW 115CV 5p.,19990,Gasolina,2019.0,11641,115.0,5,Manual,0A0A Azul Arrecife (metalizado),True
FORD,Focus,FORD Focus 1.8 TDCi Ghia 5p.,3200,Diésel,2006.0,266000,115.0,5,Manual,Negro,False
BMW,Serie 5,BMW Serie 5 530DA TOURING 5p.,20490,Diésel,2017.0,124672,258.0,5,Automático,Gris / Plata (GRIS),True
HYUNDAI,TUCSON,HYUNDAI TUCSON 1.7 CRDi 85kW 115CV BlueDrive Link 4x2 5p.,18750,Diésel,2018.0,42082,115.0,5,Manual,Blanco,True
BMW,Serie 5,BMW Serie 5 530DA 4p.,26990,Diésel,2016.0,123983,258.0,4,Automático,Azul (azul),True
AUDI,A4,AUDI A4 2.0 TDI 143cv 4p.,11000,Diésel,2012.0,170000,143.0,4,Manual,Negro,False
PEUGEOT,407,PEUGEOT 407 Premium 2.0 HDI 136cv FAP 4p.,2500,Diésel,2008.0,247000,136.0,4,Manual,Negro,False
FORD,Fiesta,FORD Fiesta 1.4 TDCi Futura 5p.,4499,Diésel,2008.0,151000,68.0,5,Manual,Naranja,True
KIA,Niro PHEV,KIA Niro PHEV 1.6 GDi PHEV 104kW 141CV Concept 5p.,28950,Híbrido enchufable,2020.0,6000,141.0,5,Automático,Azul,True
MERCEDES-BENZ,Clase C,MERCEDES-BENZ Clase C C 200 d 4p.,46500,Diésel,2020.0,0,160.0,4,Manual,Gris / Plata (Plata Iridio),True
OPEL,Astra,OPEL Astra 1.6 CDTi SS 100kW 136CV Innovation ST 5p.,19990,Diésel,2019.0,16297,136.0,5,Manual,Blanco,True
BMW,Serie 5,BMW Serie 5 520D 4p.,9850,Diésel,2010.0,210000,177.0,4,Automático,Negro,False
AUDI,A4,AUDI A4 Avant 2.0 TDI 177cv 5p.,15800,Diésel,2014.0,135000,177.0,5,Manual,Rojo,False
BMW,Serie 3,BMW Serie 3 318d 4p.,16650,Diésel,2017.0,75000,150.0,4,Manual,met Pintura metalizada (excepto Estoril Blau),True
SEAT,León,SEAT Leon ST 1.2 TSI 81kW 110CV StSp Style 5p.,11650,Gasolina,2018.0,82000,110.0,5,Manual,Negro (MET Pintura metalizada),True
BMW,Serie 3,BMW Serie 3 320d EfficientDynamics Touring 5p.,14850,Diésel,2016.0,148000,163.0,5,Manual,Gris / Plata (met Pintura metalizada),True
MINI,MINI,MINI MINI Cooper D 3p.,13490,Diésel,2016.0,38200,116.0,3,Manual,Negro,True
VOLKSWAGEN,Sharan,VOLKSWAGEN Sharan 2.0 TDI 140cv Advance BlueMotion Tech 5p.,14990,Diésel,2013.0,139596,140.0,5,Manual,Gris / Plata (Oscuro),True
BMW,Serie 3,BMW Serie 3 320D TOURING 5p.,17950,Diésel,2018.0,93000,190.0,5,Manual,met Pintura metalizada (excepto Estoril Blau),True
CITROEN,Grand C4 Picasso,CITROEN Grand C4 Picasso 1.6 HDi 110cv CMP Millenium SS 5p.,5500,Diésel,2011.0,155000,112.0,5,Automático,Gris / Plata,False
PEUGEOT,807,PEUGEOT 807 SR 2.0 HDI 5p.,3950,Diésel,2006.0,155000,120.0,5,Manual,Gris / Plata,True
KIA,Sportage,KIA Sportage 1.6 GDI 135CV Basic 4x2 5p.,12900,Gasolina,2015.0,46301,135.0,5,Manual,Negro,True
VOLKSWAGEN,Tiguan,VOLKSWAGEN Tiguan Advance 2.0 TDI 110kW 150CV 5p.,29490,Diésel,2020.0,20000,150.0,5,Manual,Gris / Plata (GRIS INDY),True
MERCEDES-BENZ,Clase C,MERCEDES-BENZ Clase C C 63 AMG 4p.,31495,Gasolina,2009.0,100000,457.0,4,Automático,Blanco,False
BMW,Serie 7,BMW Serie 7 740d 4p.,8900,Diésel,2003.0,183953,258.0,4,Automático,Negro,True
BMW,Serie 5,BMW Serie 5 525D TOURING 5p.,4500,Diésel,2006.0,148000,177.0,5,Automático,Azul,False
CITROEN,C3 Picasso,CITROEN C3 Picasso BlueHDi 73KW 100CV Feel 5p.,9900,Diésel,2016.0,80290,99.0,5,Manual,Negro,True
VOLKSWAGEN,Polo,VOLKSWAGEN Polo Advance 1.4 TDI 75cv BMT 5p.,9550,Diésel,2016.0,62292,75.0,5,Manual,Blanco,True
PEUGEOT,307,PEUGEOT 307 Break 2.0 HDi 110 XR Clim 5p.,1950,Diésel,2004.0,173900,110.0,5,Manual,Gris / Plata,False
OPEL,Astra,OPEL Astra 1.7 CDTi SS 110 CV Selective 5p.,7199,Diésel,2014.0,106838,110.0,5,Manual,Blanco,True
FIAT,500,FIAT 500 1.2 8v 51kW 69CV Lounge 3p.,8495,Gasolina,2017.0,61000,69.0,3,Manual,Blanco,True
FORD,Focus,FORD Focus 1.5 TDCi E6 88kW Business 5p.,10500,Diésel,2016.0,115959,120.0,5,Manual,Blanco,True
FORD,EcoSport,FORD EcoSport 1.5 TiVCT 112cv Titanium 5p.,12300,Gasolina,2016.0,25233,112.0,5,Manual,Gris / Plata (VB_-73_ Pintura metalizada),True
DS,DS 4,DS DS 4 1.6 BlueHDi 88kW 120CV Style 5p.,16500,Diésel,2017.0,37376,120.0,5,Manual,Azul (AZUL),True
MERCEDES-BENZ,Clase C,MERCEDES-BENZ Clase C C 320 CDI AVANTGARDE 4p.,13900,Diésel,2008.0,110000,224.0,4,Automático,Gris / Plata,False
MINI,MINI,MINI MINI One Cabrio 2p.,16500,Gasolina,2017.0,35000,102.0,2,Manual,Azul,False
VOLKSWAGEN,Polo,VOLKSWAGEN Polo GTI 2.0 TSI 147kW 200CV DSG 5p.,27500,Gasolina,2020.0,4278,200.0,5,Automático,Azul (0A0A Reef Blue Metallic),True
SEAT,León,SEAT León 1.9 TDI 105cv ECO Style 5p.,6500,Diésel,2010.0,225000,105.0,5,Manual,Gris / Plata,False
SEAT,Tarraco,SEAT Tarraco 1.5 TSI 110kW 150CV StSp Style 5p.,30200,Gasolina,2019.0,12500,150.0,5,Manual,Blanco (0R0R Blanco Oryx),True
MERCEDES-BENZ,Clase A,MERCEDES-BENZ Clase A A 45 AMG 4Matic 5p.,36900,Gasolina,2013.0,79700,360.0,5,Automático,Blanco,False
CITROEN,C-Elysée,CITROEN CElysee BlueHDi 75KW 100CV Shine 4p.,14450,Diésel,2020.0,10,102.0,4,Manual,Beige,True
BMW,Serie 3,BMW Serie 3 318d 4p.,17500,Diésel,2016.0,163000,150.0,4,Automático,Blanco,True
BMW,Serie 4,BMW Serie 4 420i 2p.,20990,Gasolina,2015.0,151347,184.0,2,Automático,Gris / Plata,True
OPEL,Mokka X,OPEL Mokka X 1.4 T 103kW 4X2 SS 120 Aniversario 5p.,15190,Gasolina,2019.0,18001,140.0,5,Manual,Gris / Plata,True
MERCEDES-BENZ,Clase B,MERCEDES-BENZ Clase B B 200 CDI 5p.,6499,Diésel,2005.0,165000,140.0,5,Automático,Gris / Plata,True
HONDA,FR-V,HONDA FR-V 2.2 iCTDi Comfort 5p.,4800,Diésel,2006.0,144000,140.0,5,Manual,Azul,False
OPEL,Astra,OPEL Astra 1.2T SHL 81kW 110CV GS Line 5p.,17900,Gasolina,2020.0,10,110.0,5,Manual,Gris / Plata,True
